gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_value,cltv,tenure_group,avg_monthly_charge,charge_vs_avg,payment_ratio,total_services,cost_per_service,high_risk,engagement_score,tenure_x_contract,charge_x_risk,log_total_charges,log_monthly_charges,log_cltv
Female,No,Yes,No,16,No,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,49.95,810.2,1,4840,Growing,50.6375,-14.811692460599176,1.0137637637637638,3,16.650000000000002,3,1.6507936507936507,0,149.85000000000002,6.698514632836919,3.9308447596687337,8.484876589939695
Male,No,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.3,2564.3,1,2777,Mature,75.42058823529412,13.53830753940082,0.9632259033881754,2,39.15,2,1.757936507936508,0,156.6,7.8498307098300195,4.373238128640803,7.9294865233142895
Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.95,228.4,1,4428,New,76.13333333333334,12.188307539400824,0.98938704786658,1,76.95,3,0.1845238095238095,0,230.85,5.435467204695271,4.356067595503785,8.395929103923198
Female,Yes,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.15,1529.2,1,5913,Growing,95.575,31.388307539400827,0.9940197607904316,3,32.050000000000004,3,0.6507936507936507,0,288.45000000000005,7.333153724797752,4.576256175823449,8.685077700412423
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.3,45.3,1,4568,New,45.3,-19.46169246059918,1.0,1,45.3,2,0.1567460317460317,0,90.6,3.835141961092188,3.835141961092188,8.427049641563272
Female,No,No,No,15,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.4,289.3,1,5379,Growing,19.28666666666667,-45.36169246059918,0.9941580756013746,1,19.4,1,0.3511904761904761,0,19.4,5.670914871030584,3.0155349008501706,8.59044365315583
Female,No,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.15,987.95,1,5250,New,89.81363636363636,25.388307539400827,0.9962688448545354,3,30.05,2,0.5813492063492063,0,180.3,6.896643774227418,4.512506501124672,8.566173813637858
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.05,45.05,1,4094,New,45.05,-19.71169246059918,1.0,1,45.05,1,0.1567460317460317,0,45.05,3.829727762701316,3.829727762701316,8.31752199628717
Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.8,75.8,1,3940,New,75.8,11.03830753940082,1.0,2,37.9,2,0.2996031746031746,0,151.6,4.341204640153626,4.341204640153626,8.279189777195004
Female,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.3,523.15,1,3830,New,74.73571428571428,14.53830753940082,0.9424428030985408,2,39.65,3,0.3829365079365079,0,237.9,6.261777902898582,4.385769620952716,8.25088114470065
Female,No,No,No,2,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,30.9,59.05,1,2860,New,29.525,-33.86169246059918,0.9555016181229772,1,30.9,3,0.1706349206349206,0,92.7,4.095177548525992,3.462606009790799,7.95892649305011
Female,Yes,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),95.25,4424.2,1,3180,Mature,96.1782608695652,30.48830753940082,1.0097455209403172,4,23.8125,0,2.2103174603174605,46,0.0,8.395070754160756,4.566948973167894,8.064950891749143
Female,Yes,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.6,6127.6,1,5651,Loyal,90.11176470588236,24.838307539400816,1.0057116596638658,3,29.866666666666664,2,2.373015873015873,0,179.2,8.72072161785459,4.506454213048934,8.639764743804419
Male,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.15,6448.05,1,4601,Loyal,109.28898305084746,45.38830753940083,0.9921832324180432,6,18.35833333333333,2,3.676587301587301,59,220.3,8.771688112120344,4.710880640410205,8.434246270595311
Male,Yes,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,676.7,1,3077,New,96.67142857142858,24.73830753940082,1.0801276935355149,3,29.83333333333333,3,1.525793650793651,0,268.5,6.518704712142068,4.505349850705881,8.032035314398824
Male,No,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.0,632.95,1,2587,New,79.11875,10.238307539400822,1.0549166666666667,2,37.5,2,1.3968253968253967,0,150.0,6.451970086973957,4.330733340286331,7.858640655620791
Male,No,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.75,270.95,1,2087,New,45.15833333333333,-20.01169246059918,1.0091247672253258,1,44.75,2,0.2261904761904761,0,89.5,5.6056182258689695,3.82319179172153,7.643961949002529
Female,No,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.05,483.7,1,3200,New,43.97272727272727,-20.71169246059918,0.9982457950675886,1,44.05,3,1.2956349206349205,0,132.14999999999998,6.18353014285133,3.807772984054347,8.071218539969863
Male,Yes,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.6,1345.55,1,4981,Growing,89.70333333333333,20.838307539400816,1.0479361370716511,2,42.8,2,1.4940476190476188,0,171.2,7.205301044870807,4.461299815568389,8.513586695822125
Female,No,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.55,8127.6,1,4838,Loyal,116.10857142857144,50.78830753940082,1.0048340236137727,7,16.507142857142856,0,2.9722222222222223,70,0.0,9.00314398599142,4.758320365481766,8.48446336679332
Male,Yes,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.6,1281.0,1,2508,Growing,80.0625,21.838307539400816,0.9245092378752888,2,43.3,3,0.5079365079365079,0,259.79999999999995,7.156176637480615,4.472780997942346,7.827639546366422
Female,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.2,1553.9,1,3326,Growing,86.32777777777778,20.438307539400824,1.0132368283776734,2,42.6,3,0.5357142857142857,0,255.6,7.34916651386377,4.456670177669648,8.109826276018477
Female,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.65,3207.55,1,3979,Mature,94.33970588235294,32.88830753940083,0.9661004186620884,3,32.550000000000004,3,1.9007936507936507,0,292.95000000000005,8.073574400675193,4.591578232468624,8.289037098278483
Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.55,5124.55,1,5863,Mature,109.03297872340426,44.78830753940082,0.9952804995290212,6,18.258333333333333,3,2.509920634920635,0,328.65,8.541993115321715,4.705467907303455,8.676587243566487
Female,No,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,89.55,3474.45,1,3849,Mature,89.08846153846153,24.78830753940082,0.9948460249967788,4,22.3875,2,3.1130952380952377,39,179.1,8.153479246017834,4.505902184329423,8.25582842728183
Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.45,19.45,1,5687,New,19.45,-45.311692460599176,1.0,1,19.45,2,0.1567460317460317,0,38.9,3.017982882488811,3.017982882488811,8.646113971483077
Female,No,Yes,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.35,76.35,1,4133,New,19.0875,-44.41169246059918,0.937960687960688,1,20.35,1,1.1984126984126984,0,20.35,4.348340577019075,3.061051739674633,8.327000740241713
Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,1,4371,New,69.25,4.488307539400822,1.0,1,69.25,3,0.1567460317460317,0,207.75,4.252060308213856,4.252060308213856,8.382975849296429
Male,No,Yes,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.5,5961.1,1,6098,Loyal,101.035593220339,34.73830753940082,1.015433097691849,4,24.875,1,3.390873015873016,59,99.5,8.693178046992355,4.61015772749913,8.715880102296456
Female,Yes,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.2,25.2,1,5688,New,25.2,-39.561692460599176,1.0,0,25.2,3,0.0138888888888888,0,75.6,3.265759410767051,3.265759410767051,8.646289764750648
Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.0,96.45,1,5704,New,48.225,-19.76169246059918,1.0716666666666668,1,45.0,2,0.1706349206349206,0,90.0,4.57933942595357,3.828641396489095,8.649098262296176
Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.15,20.15,1,4103,New,20.15,-44.61169246059918,1.0,1,20.15,1,0.1567460317460317,0,20.15,3.0516399054922867,3.0516399054922867,8.319717386850606
Male,No,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.0,7133.25,1,5723,Loyal,108.07954545454544,40.23830753940082,1.0293290043290044,5,21.0,2,2.630952380952381,0,210.0,8.872662408758712,4.663439094112067,8.652423140676342
Male,No,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.7,169.45,1,3335,New,56.48333333333333,-10.061692460599176,1.0326020719073734,2,27.35,2,0.3273809523809524,0,109.4,5.138441998583912,4.019980146933238,8.112527763478637
Female,No,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.25,1258.6,1,4786,Growing,89.89999999999999,22.48830753940082,1.0303724928366762,3,29.08333333333333,3,1.623015873015873,0,261.75,7.13854948922687,4.480173695813406,8.473659189392508
Male,No,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,857.2,1,5640,New,85.72,15.188307539400824,1.072170106316448,2,39.975,3,1.4246031746031744,0,239.85,6.7548371725574246,4.393831680123644,8.637816633739977
Female,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.35,1639.3,1,5727,Growing,91.07222222222222,23.588307539400816,1.0308117965163806,3,29.45,3,0.6785714285714286,0,265.04999999999995,7.40263443091844,4.492561241605437,8.653121708640482
Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,889.9,1,2893,New,98.87777777777778,29.98830753940082,1.0435649369686308,3,31.58333333333333,3,0.5535714285714286,0,284.25,6.792232187726598,4.561740628060756,7.970394907191429
Female,Yes,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05,1290.0,1,2230,Growing,99.23076923076924,30.28830753940082,1.0439849471937848,3,31.683333333333334,3,0.6091269841269841,0,285.15,7.1631723908466425,4.564868889214566,7.710205194432532
Male,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.45,330.05,1,5048,New,82.5125,13.688307539400824,1.0517845761631612,2,39.225,2,0.3412698412698413,0,156.9,5.802269421370855,4.375127892982725,8.526945482858915
Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,237.95,1,5094,New,59.4875,5.4383075394008245,0.8474002849002849,1,70.2,3,0.1984126984126984,0,210.6,5.476254325024168,4.26549281841793,8.536014945656826
Male,No,Yes,No,59,No,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),41.05,2452.7,1,4324,Loyal,41.57118644067796,-23.71169246059918,1.0126963810152976,2,20.525,2,2.1051587301587302,0,82.1,7.8053523684090385,3.738859386418957,8.37216741936598
Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.6,813.85,1,5146,New,81.385,20.838307539400816,0.9507593457943926,2,42.8,3,1.4246031746031744,0,256.79999999999995,6.703004047221998,4.461299815568389,8.546169299652755
Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.2,79.2,1,4363,New,79.2,14.438307539400824,1.0,2,39.6,3,0.2996031746031746,0,237.6,4.384523514872469,4.384523514872469,8.381144346952961
Male,No,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,70.0,347.4,1,2673,New,69.47999999999999,5.238307539400822,0.9925714285714284,4,17.5,1,1.6408730158730158,5,70.0,5.853351244978348,4.262679877041316,7.891330757661889
Female,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.95,49.95,1,2041,New,49.95,-14.811692460599176,1.0,1,49.95,2,0.1567460317460317,0,99.9,3.9308447596687337,3.9308447596687337,7.621684998724611
Female,No,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,1554.0,1,2159,Growing,70.63636363636364,4.488307539400822,1.0200196914998358,1,69.25,3,1.4484126984126984,0,207.75,7.349230824613334,4.252060308213856,7.67786350067821
Female,Yes,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,3217.55,1,3369,Mature,94.63382352941176,29.48830753940082,1.0040723981900452,4,23.5625,3,2.043650793650793,0,282.75,8.0766862265592,4.55650501400681,8.122668023346407
Male,No,Yes,No,41,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,73.0,3001.2,1,2041,Mature,73.19999999999999,8.238307539400822,1.0027397260273971,4,18.25,2,3.140873015873016,41,146.0,8.007100632226075,4.30406509320417,7.621684998724611
Female,No,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05,6254.2,1,5452,Loyal,97.721875,35.28830753940082,0.9767303848075962,4,25.0125,1,2.4603174603174605,64,100.05,8.741168396810304,4.61561544384963,8.60392119492606
Female,Yes,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.8,442.85,1,2268,New,110.7125,35.03830753940082,1.1093436873747495,5,19.96,2,0.7698412698412699,0,199.6,6.095486667514328,4.613138355637268,7.727094484779841
Female,No,No,No,18,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.0,553.0,1,2649,Growing,30.72222222222222,-29.76169246059918,0.8777777777777778,1,35.0,3,0.3928571428571428,0,105.0,6.317164686747284,3.58351893845611,7.882314918980268
Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.0,76.0,1,2567,New,76.0,11.238307539400822,1.0,1,76.0,2,0.1567460317460317,0,152.0,4.343805421853684,4.343805421853684,7.850882664809852
Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,170.85,1,4193,New,85.425,29.088307539400816,0.9102290889717636,3,31.28333333333333,3,0.4563492063492063,0,281.54999999999995,5.1466220032958425,4.552296696381023,8.341410211461865
Female,No,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.3,1308.4,1,4003,Growing,87.22666666666667,19.53830753940082,1.034717279557137,3,28.1,3,1.636904761904762,0,252.9,7.177324296006991,4.446174454497633,8.295049140435111
Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.4,732.5,1,5745,New,81.38888888888889,19.638307539400827,0.9643233280674038,2,42.2,2,0.4107142857142857,0,168.8,6.597827597583036,4.447346100794524,8.656259239539235
Male,No,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,1504.05,1,2055,Growing,100.27,36.338307539400816,0.991790306627102,4,25.275,3,1.7797619047619049,0,303.29999999999995,7.31658139922248,4.625952725170619,7.628517626575055
Male,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.45,50.45,1,2928,New,50.45,-14.311692460599176,1.0,1,50.45,3,0.1567460317460317,0,151.35000000000002,3.940610462280058,3.940610462280058,7.982416346827733
Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,1132.75,1,5598,New,94.39583333333331,35.188307539400824,0.9444305486076372,4,24.9875,2,0.738095238095238,0,199.9,7.033286001429347,4.614625344758847,8.630343289348893
Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.4,193.6,1,5100,New,96.8,26.638307539400827,1.0590809628008753,3,30.46666666666667,3,0.4563492063492063,0,274.20000000000005,5.270946169751904,4.526126978647638,8.537191877922927
Female,Yes,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.55,349.65,1,4028,New,69.92999999999999,10.78830753940082,0.9256121773659828,2,37.775,2,0.3551587301587301,0,151.1,5.859788574982919,4.337944122103693,8.301273485191347
Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.8,332.45,1,5436,New,83.1125,16.03830753940082,1.0286200495049505,2,40.4,1,0.3412698412698413,0,80.8,5.809492929078315,4.404277243608702,8.600982717145921
Female,No,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,1534.75,1,3794,Growing,95.921875,35.23830753940082,0.95921875,4,25.0,3,1.7936507936507935,0,300.0,7.336774140044037,4.61512051684126,8.24143968982973
Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,20.55,20.55,1,5636,New,20.55,-44.21169246059918,1.0,1,20.55,2,0.1567460317460317,0,41.1,3.070375816549757,3.070375816549757,8.637107288081575
Male,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.3,424.15,1,2264,New,84.83,20.53830753940082,0.9944900351699882,3,28.433333333333334,3,0.498015873015873,0,255.9,6.052442047831802,4.457829598089382,7.725330037917135
Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,281.0,1,4494,New,70.25,5.638307539400827,0.997869318181818,1,70.4,2,0.1984126984126984,0,140.8,5.641907070938114,4.268297869345539,8.410720946905721
Male,No,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.8,3475.55,1,3066,Mature,93.9337837837838,34.03830753940082,0.95074679943101,4,24.7,1,1.0853174603174602,0,98.8,8.153795701716678,4.603168183317418,8.028455164114252
Male,No,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.4,896.75,1,3687,Growing,68.98076923076923,9.638307539400827,0.9271608767576508,1,74.4,2,1.3234126984126984,0,148.8,6.799891633106192,4.32280727501391,8.212839584676484
Female,No,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,2407.3,1,4016,Growing,100.30416666666667,33.98830753940082,1.0157383966244726,4,24.6875,3,0.9047619047619048,0,296.25,7.786676383386288,4.602667055769973,8.298290634359283
Male,No,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,106.0,6547.7,1,4334,Loyal,107.33934426229509,41.23830753940082,1.012635323229199,5,21.2,2,3.5615079365079367,61,212.0,8.787021835648426,4.672828834461906,8.374476889214643
Male,No,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.7,4346.4,1,3316,Mature,106.00975609756097,39.93830753940082,1.012509609336781,5,20.94,3,1.2837301587301586,0,314.1,8.377333244238764,4.660604892876192,8.106816038947052
Male,Yes,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.7,2082.95,1,4458,Growing,94.67954545454543,31.938307539400824,0.9791059509260128,3,32.233333333333334,3,0.7341269841269842,0,290.1,7.64202041026298,4.581901559048737,8.402679804627477
Female,No,No,No,2,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.05,102.75,1,5855,New,51.375,-9.71169246059918,0.9332425068119892,3,18.35,2,0.4563492063492063,0,110.1,4.641984159110808,4.026244149518169,8.675222055641148
Male,Yes,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.2,1775.8,1,5683,Growing,93.46315789473684,23.438307539400824,1.059672992003819,3,29.4,3,0.6924603174603174,0,264.6,7.482569272580218,4.490881039585964,8.64541048921699
Female,No,Yes,No,8,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.75,145.0,1,2247,New,18.125,-45.01169246059918,0.9177215189873418,1,19.75,1,2.253968253968254,8,19.75,4.983606621708336,3.0325462466767075,7.717796211013582
Male,Yes,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.65,1146.65,1,2099,Growing,76.44333333333334,10.888307539400827,1.010486891385768,1,75.65,2,0.3511904761904761,0,151.3,7.045471652345971,4.339249605317823,7.649692623711514
Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,1,3348,New,74.7,9.938307539400824,1.0,1,74.7,3,0.1567460317460317,0,224.1,4.326778160443404,4.326778160443404,8.116417072794205
Male,No,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.65,1313.55,1,3182,Growing,77.26764705882353,11.888307539400827,1.0080580177276388,2,38.325,3,0.5218253968253967,0,229.95,7.181249680723068,4.3522115495946965,8.065579427282092
Female,Yes,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.8,25.8,1,3884,New,25.8,-38.96169246059918,1.0,0,25.8,2,0.0138888888888888,0,51.6,3.288401887516811,3.288401887516811,8.264878262801748
Female,No,No,No,2,No,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.6,72.4,1,4648,New,36.2,-22.161692460599177,0.8497652582159625,3,14.2,3,0.4563492063492063,0,127.8,4.29592393562047,3.775057150354989,8.444407421690585
Female,No,No,No,29,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,1,5449,Mature,67.94827586206897,4.088307539400816,0.9869030626299052,5,13.77,2,1.117063492063492,0,137.7,7.5865499533176814,4.246350085702971,8.60337088765729
Male,No,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),90.0,190.05,1,3902,New,95.025,25.23830753940082,1.0558333333333334,4,22.5,1,1.599206349206349,0,90.0,5.252535173892909,4.51085950651685,8.269500767180615
Female,No,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.35,1025.95,1,4995,Growing,73.28214285714286,10.588307539400816,0.9725566404398522,2,37.675,2,0.4801587301587301,0,150.7,6.934348523251658,4.335328031664641,8.516392871245468
Male,No,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,819.55,1,3849,New,102.44375,36.088307539400816,1.0158031730292514,4,25.2125,2,0.6825396825396826,0,201.7,6.709974847125637,4.623501142672815,8.25582842728183
Female,No,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,330.15,1,2969,New,66.03,5.1883075394008245,0.9439599714081486,1,69.95,2,1.2123015873015872,0,139.9,5.802571444930988,4.261975403606051,7.996317231796746
Female,No,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.5,6873.75,1,6144,Loyal,109.10714285714286,42.73830753940082,1.0149501661129567,5,21.5,2,3.5892857142857144,63,215.0,8.835610558237235,4.686750172980514,8.723394022000136
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,1,5930,New,45.85,-18.911692460599177,1.0,1,45.85,2,0.1567460317460317,0,91.7,3.846951008684431,3.846951008684431,8.687948111838727
Female,No,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,5769.75,1,4471,Loyal,108.8632075471698,41.338307539400816,1.026043426457774,6,17.683333333333334,1,3.5932539682539684,53,106.1,8.660557333724107,4.673762977453703,8.405591014834934
Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.7,91.7,1,4319,New,91.7,26.938307539400824,1.0,4,22.925,2,0.5853174603174602,0,183.4,4.529368472571809,4.529368472571809,8.371010681238156
Female,No,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.6,1555.65,1,5915,Growing,97.228125,30.838307539400816,1.0170305962343098,4,23.9,2,0.7936507936507936,0,191.2,7.350291355299401,4.570578741218473,8.68541582383069
Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,74.95,1,2591,New,74.95,10.188307539400824,1.0,1,74.95,3,0.1567460317460317,0,224.85,4.330075229041782,4.330075229041782,7.860185057472165
Male,Yes,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,898.35,1,5353,New,89.83500000000001,30.588307539400816,0.9421604614577872,3,31.78333333333333,3,0.5674603174603174,0,286.04999999999995,6.80167228017398,4.567987394860375,8.585599224080298
Female,Yes,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.0,127.1,1,4145,New,42.36666666666667,-19.76169246059918,0.9414814814814816,1,45.0,2,0.1845238095238095,0,90.0,4.852811208902689,3.828641396489095,8.329899292995725
Male,No,No,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.5,6710.5,1,4001,Loyal,101.67424242424242,34.73830753940082,1.0218516826557027,5,19.9,2,1.630952380952381,0,199.0,8.811577751927691,4.61015772749913,8.294549515143679
Female,No,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.6,1704.95,1,5160,Growing,100.29117647058824,33.838307539400816,1.0171518911824369,5,19.72,0,2.9503968253968256,17,0.0,7.441877419298563,4.601162164590552,8.548885638148727
