customerid,city,zip_code,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_value,churn_score,cltv,churn_reason,avg_monthly_charge,charge_vs_avg,payment_ratio,total_services,cost_per_service,high_risk,engagement_score,tenure_x_contract,charge_x_risk
1449-XQEMT,Susanville,96130,40.559177,-120.612113,Male,No,No,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.8,58.15,1,79,4323,Lack of self-service on Website,19.383333333333333,-44.96169246059918,0.9789562289562288,1,19.8,2,0.1845238095238095,0,39.6
2626-URJFX,Termo,96132,41.027281,-120.669427,Male,No,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.9,225.6,1,69,5691,Network reliability,56.4,-13.86169246059918,1.1080550098231827,1,50.9,3,2.198412698412698,0,152.7
2612-RRIDN,Westwood,96137,40.271535,-121.018087,Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,340.85,1,88,3591,Limited range of services,85.2125,16.23830753940082,1.0520061728395063,2,40.5,3,0.3412698412698413,0,243.0
4735-ASGMA,Carnelian Bay,96140,39.227434,-120.091806,Male,No,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,2515.3,1,99,4997,Lack of affordable download/upload speed,96.7423076923077,33.588307539400816,0.9836533573188379,4,24.5875,3,0.9325396825396826,0,295.04999999999995
3669-LVWZB,Tahoma,96142,39.061227,-120.179546,Male,No,No,No,5,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,51.0,305.95,1,86,4630,Long distance charges,61.19,-13.761692460599178,1.1998039215686274,3,17.0,2,0.498015873015873,0,102.0
6892-EZDTG,Kings Beach,96143,39.246654,-120.029273,Female,No,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,365.4,1,90,2140,Extra data charges,91.35,26.888307539400827,0.9967266775777412,3,30.55,3,1.4841269841269842,0,274.95000000000005
9725-SCPZG,South Lake Tahoe,96150,38.911577,-120.106169,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.85,90.85,1,80,5086,Price too high,90.85,26.088307539400816,1.0,3,30.28333333333333,3,0.44246031746031744,0,272.54999999999995
5884-GCYMI,Truckee,96161,39.342498,-120.247127,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.4,69.4,1,84,2847,Product dissatisfaction,69.4,4.638307539400827,1.0,1,69.4,1,0.15674603174603174,0,69.4
3217-FZDMN,Los Angeles,90001,33.973616,-118.24902,Female,Yes,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.45,742.95,1,83,3676,Service dissatisfaction,92.86875,29.688307539400824,0.9832583377448386,4,23.6125,2,0.6825396825396826,0,188.9
7853-GVUDZ,Los Angeles,90004,34.076259,-118.310715,Female,No,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),20.15,20.15,1,70,4277,Lack of self-service on Website,20.15,-44.61169246059918,1.0,1,20.15,2,2.1567460317460316,0,40.3
7480-QNVZJ,Los Angeles,90005,34.059281,-118.30742,Male,Yes,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,4816.7,1,73,4287,Network reliability,96.334,30.938307539400824,1.00662486938349,3,31.900000000000002,3,1.123015873015873,0,287.1
3943-KDREE,Los Angeles,90010,34.062125,-118.315709,Female,No,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,1834.95,1,76,2934,Don't know,70.575,10.188307539400824,0.9416277518345564,1,74.95,2,0.503968253968254,0,149.9
9239-ZBZZV,Los Angeles,90011,34.00709,-118.258681,Female,No,No,No,6,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.95,305.1,1,80,2240,Competitor had better devices,50.85,-16.811692460599176,1.0604796663190823,3,15.983333333333334,3,0.5119047619047619,0,143.85000000000002
4398-HSCJH,Los Angeles,90013,34.044639,-118.240413,Female,No,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.6,155.65,1,70,3155,Competitor offered higher download speeds,51.88333333333333,-1.161692460599177,0.8157756813417191,3,21.2,3,0.47023809523809523,0,190.8
4430-UZIPO,Los Angeles,90020,34.066367,-118.309868,Male,No,No,No,3,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.85,108.7,1,91,5825,Competitor offered more data,36.233333333333334,-27.911692460599177,0.9832654907281773,2,18.425,2,0.3273809523809524,0,73.7
4855-SNKMY,Los Angeles,90024,34.066303,-118.435479,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.1,44.1,1,70,5955,Competitor made better offer,44.1,-20.661692460599177,1.0,1,44.1,3,0.15674603174603174,0,132.3
8008-HAWED,Los Angeles,90027,34.127194,-118.295647,Male,No,No,No,14,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,712.75,1,82,4883,Competitor had better devices,50.910714285714285,-14.011692460599178,1.0031667839549614,3,16.916666666666668,3,0.623015873015873,0,152.25
7124-UGSUR,Los Angeles,90028,34.099869,-118.326843,Female,Yes,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405.0,1,84,4412,Competitor had better devices,105.0,39.63830753940083,1.0057471264367814,5,20.880000000000003,1,3.5615079365079367,61,104.4
1862-SKORY,Los Angeles,90029,34.089953,-118.294824,Female,Yes,Yes,No,40,No,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,1637.4,1,99,2296,Competitor offered higher download speeds,40.935,-25.46169246059918,1.0416030534351146,2,19.65,3,1.8412698412698412,0,117.89999999999999
1502-XFCVR,Los Angeles,90038,34.088017,-118.327168,Female,No,No,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.45,6145.85,1,82,5902,Competitor offered higher download speeds,105.96293103448276,41.688307539400824,0.9954244343305098,6,17.741666666666667,2,2.662698412698413,58,212.9
9692-TUSXH,Los Angeles,90041,34.137412,-118.207607,Female,No,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1740.7,1,97,5581,Competitor offered higher download speeds,96.70555555555556,31.28830753940082,1.0068251489386315,4,24.0125,3,0.8214285714285714,0,288.15
7912-SYRQT,Los Angeles,90042,34.11572,-118.192754,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.1,552.95,1,96,5514,Competitor offered more data,78.99285714285715,10.338307539400816,1.0518356477078183,1,75.1,2,0.24007936507936506,0,150.2
4816-JBHOV,Los Angeles,90044,33.952714,-118.292061,Male,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.7,93.7,1,98,4618,Competitor offered more data,46.85,-20.061692460599176,1.0480984340044743,1,44.7,3,0.17063492063492064,0,134.10000000000002
8292-TYSPY,Los Angeles,90048,34.072945,-118.37267,Male,No,No,No,19,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.0,1046.5,1,73,4539,Competitor offered more data,55.078947368421055,-9.761692460599178,1.0014354066985647,3,18.333333333333332,2,0.6924603174603174,0,110.0
1867-BDVFH,Los Angeles,90056,33.987945,-118.370442,Male,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,834.2,1,80,5075,Competitor made better offer,75.83636363636364,9.588307539400816,1.0199914409732838,1,74.35,3,1.2956349206349205,0,223.04999999999998
2359-QWQUL,Los Angeles,90058,34.001617,-118.222274,Female,No,Yes,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.7,4134.85,1,68,2371,Competitor made better offer,106.02179487179488,39.938307539400824,1.0126245928538193,6,17.45,1,3.3988095238095237,39,104.7
9103-TCIHJ,Los Angeles,90059,33.927254,-118.249826,Female,No,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.7,899.8,1,73,4519,Price too high,59.986666666666665,-9.061692460599176,1.0769599042489526,2,27.85,2,0.49404761904761907,0,111.4
4140-WJAWW,Los Angeles,90071,34.052917,-118.255178,Female,No,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.85,108.05,1,99,3799,Product dissatisfaction,21.61,-44.91169246059918,1.0886649874055416,1,19.85,1,0.2123015873015873,0,19.85
6653-CBBOM,Compton,90221,33.885811,-118.206459,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,1,88,5963,Service dissatisfaction,70.3,5.538307539400819,1.0,1,70.3,3,0.15674603174603174,0,210.89999999999998
3247-ZVOUO,Downey,90240,33.956228,-118.120993,Male,Yes,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.55,851.75,1,81,3336,Lack of self-service on Website,85.175,20.78830753940082,0.9956165984804208,2,42.775,2,1.4246031746031744,0,171.1
6101-IMRMM,El Segundo,90245,33.917145,-118.401554,Male,No,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.5,575.45,1,100,3469,Network reliability,95.90833333333335,29.73830753940082,1.0149029982363316,4,23.625,1,0.6547619047619048,0,94.5
1268-ASBGA,Huntington Park,90255,33.97803,-118.217141,Female,Yes,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.35,1375.15,1,66,5769,Limited range of services,85.946875,20.588307539400816,1.0069932630345637,2,42.675,2,1.507936507936508,0,170.7
8943-URTMR,Lawndale,90260,33.88856,-118.351813,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.65,152.7,1,100,5082,Lack of affordable download/upload speed,76.35,14.888307539400827,0.9585687382297551,2,39.825,2,0.3134920634920635,0,159.3
4713-LZDRV,Malibu,90263,34.037037,-118.705803,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,195.05,1,94,4322,Long distance charges,97.525,14.838307539400816,1.2251884422110555,2,39.8,3,0.3134920634920635,0,238.79999999999998
4325-NFSKC,Pacific Palisades,90272,34.079449,-118.548306,Male,Yes,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,1660.0,1,87,2373,Extra data charges,87.36842105263158,25.838307539400816,0.9643313581968166,3,30.2,3,0.6924603174603174,0,271.79999999999995
2955-PSXOE,Topanga,90290,34.115192,-118.61017,Female,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,1,98,3061,Price too high,20.2,-44.561692460599176,1.0,1,20.2,2,0.15674603174603174,0,40.4
7762-URZQH,Venice,90291,33.991782,-118.479229,Male,No,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.05,6981.35,1,83,5602,Product dissatisfaction,105.7780303030303,41.28830753940082,0.9974354578314975,5,21.21,1,4.630952380952381,132,106.05
6907-NZZIJ,Santa Monica,90402,34.035849,-118.503508,Female,No,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,3615.6,1,75,4188,Service dissatisfaction,100.43333333333334,34.38830753940083,1.012943351823836,4,24.7875,3,1.0714285714285714,0,297.45000000000005
2911-UREFD,Santa Monica,90405,34.005439,-118.477507,Female,No,Yes,No,39,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,55.9,2184.35,1,67,5632,Lack of self-service on Website,56.008974358974356,-8.86169246059918,1.0019494518600065,4,13.975,2,2.113095238095238,0,111.8
3744-ZRRDZ,Torrance,90501,33.833699,-118.314387,Male,No,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.35,1852.85,1,90,2902,Network reliability,88.23095238095237,17.588307539400816,1.071414115129962,2,41.175,3,0.5773809523809523,0,247.04999999999998
5673-TIYIB,Torrance,90502,33.833181,-118.292062,Male,No,No,No,2,No,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.4,77.15,1,86,3620,Don't know,38.575,-24.36169246059918,0.9548267326732675,3,13.466666666666667,2,0.45634920634920634,0,80.8
1602-IJQQE,Whittier,90602,33.972119,-118.020188,Female,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,338.1,1,92,2220,Attitude of service provider,84.525,10.588307539400816,1.121765096217651,1,75.35,2,0.1984126984126984,0,150.7
4628-WQCQQ,Whittier,90603,33.945318,-117.992066,Male,No,No,No,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.15,3030.6,1,81,5928,Attitude of support person,86.58857142857143,20.388307539400827,1.0168945558258535,3,28.383333333333336,2,1.9146825396825398,35,170.3
1644-IRKSF,La Palma,90623,33.850504,-118.039892,Female,No,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,3124.5,1,76,5080,Attitude of support person,94.68181818181819,29.03830753940082,1.0094010467144796,4,23.45,2,3.0297619047619047,33,187.6
3705-PSNGL,Cerritos,90703,33.8681,-118.067402,Male,No,No,No,45,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,20.4,930.45,1,87,5398,Attitude of support person,20.67666666666667,-44.36169246059918,1.0135620915032681,1,20.4,2,1.7678571428571428,45,40.8
6502-HCJTI,Lakewood,90712,33.840524,-118.148403,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.7,673.1,1,75,3591,Attitude of service provider,96.15714285714286,29.938307539400824,1.0153869361894705,4,23.675,2,1.6686507936507937,0,189.4
2606-RMDHZ,Lakewood,90713,33.847755,-118.112532,Male,No,No,No,6,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.5,208.7,1,93,4667,Attitude of service provider,34.78333333333333,-34.26169246059918,1.1404371584699453,1,30.5,2,0.22619047619047616,0,61.0
8258-GSTJK,San Pedro,90732,33.744119,-118.31448,Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.0,237.75,1,96,3128,Attitude of service provider,79.25,12.238307539400822,1.0292207792207793,1,77.0,3,0.1845238095238095,0,231.0
6861-OKBCE,Seal Beach,90740,33.75462,-118.071128,Female,No,No,Yes,11,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.1,221.35,1,95,4500,Attitude of support person,20.12272727272727,-44.66169246059918,1.001130710085934,1,20.1,1,1.2956349206349205,0,20.1
9940-RHLFB,Sunset Beach,90742,33.719221,-118.073596,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.3,75.3,1,66,2176,Competitor made better offer,75.3,10.538307539400819,1.0,2,37.65,2,0.2996031746031746,0,150.6
2995-UPRYS,Long Beach,90802,33.752524,-118.210737,Female,Yes,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.2,4062.2,1,69,5098,Moved,101.55499999999999,34.438307539400824,1.0237399193548387,5,19.84,1,3.2698412698412698,40,99.2
6686-YPGHK,Long Beach,90808,33.823943,-118.111335,Male,Yes,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.5,4042.3,1,68,3645,Moved,86.00638297872341,20.73830753940082,1.0059226079382855,3,28.5,1,1.0813492063492063,0,85.5
1383-EZRWL,Long Beach,90810,33.819814,-118.222416,Female,No,No,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.05,164.85,1,89,5595,Moved,23.55,-44.71169246059918,1.174563591022444,1,20.05,1,0.24007936507936506,0,20.05
4759-TRPLW,Long Beach,90822,33.778436,-118.118648,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,70.4,1,70,4238,Competitor had better devices,70.4,5.638307539400827,1.0,1,70.4,2,0.15674603174603174,0,140.8
8563-IIOXK,Duarte,91010,34.145695,-117.95982,Male,No,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,49.75,331.3,1,75,5651,Competitor offered higher download speeds,47.32857142857143,-15.011692460599178,0.9513280689160086,2,24.875,2,2.382936507936508,7,99.5
8020-BWHYL,Montrose,91020,34.2112,-118.230625,Female,Yes,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1147.45,1,99,4526,Competitor offered more data,76.49666666666667,10.538307539400819,1.015891987605135,2,37.65,2,0.49404761904761907,0,150.6
2982-VPSGI,South Pasadena,91030,34.110444,-118.156957,Female,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,1078.9,1,67,2120,Competitor made better offer,98.08181818181819,29.23830753940082,1.043423597678917,3,31.333333333333332,3,1.5813492063492065,0,282.0
8199-ZLLSA,Tujunga,91042,34.296574,-118.244839,Male,No,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.35,7804.15,1,91,6255,Competitor had better devices,116.47985074626865,53.588307539400816,0.9841981474124939,7,16.907142857142855,1,2.9305555555555554,67,118.35
4625-EWPTF,Pasadena,91104,34.165383,-118.123752,Male,No,No,No,8,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.45,226.45,1,94,4549,Competitor had better devices,28.30625,-34.311692460599176,0.9295977011494253,1,30.45,3,0.25396825396825395,0,91.35
5980-NOPLP,Pasadena,91105,34.13946,-118.166649,Female,No,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,4364.1,1,87,5606,Competitor offered higher download speeds,99.18409090909091,31.338307539400816,1.0320925172642137,3,32.03333333333333,3,2.0396825396825395,0,288.29999999999995
6892-XPFPU,Pasadena,91107,34.159007,-118.087353,Male,Yes,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,1,80,2104,Competitor offered higher download speeds,101.41250000000001,39.48830753940082,0.9727817745803358,5,20.85,3,2.047619047619048,0,312.75
8010-EZLOU,San Marino,91108,34.122671,-118.112911,Male,Yes,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,1217.25,1,76,4958,Competitor offered higher download speeds,81.15,15.438307539400824,1.0118453865336658,2,40.1,3,0.49404761904761907,0,240.60000000000002
9874-QLCLH,Northridge,91324,34.238208,-118.55029,Female,No,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,1743.5,1,79,2365,Competitor offered more data,102.55882352941177,39.438307539400824,0.9842497459636446,5,20.84,3,1.9503968253968256,0,312.6
8062-YBDOE,Canyon Country,91351,34.422519,-118.420717,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,1,78,5844,Don't know,69.65,4.888307539400827,1.0,1,69.65,3,0.15674603174603174,0,208.95000000000002
6000-APYLU,Valencia,91355,34.43987,-118.644609,Male,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,713.1,1,90,3890,Competitor offered more data,79.23333333333333,16.03830753940082,0.9806105610561058,2,40.4,3,0.4107142857142857,0,242.39999999999998
0947-IDHRQ,Woodland Hills,91367,34.178068,-118.615714,Female,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.3,526.7,1,75,3949,Competitor made better offer,75.24285714285715,15.538307539400819,0.9370218822273617,2,40.15,2,0.3829365079365079,0,160.6
3672-YITQD,Castaic,91384,34.506627,-118.699048,Male,Yes,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,3021.6,1,79,2987,Competitor made better offer,83.93333333333334,19.338307539400816,0.9980182322631788,2,42.05,3,1.7857142857142856,0,252.29999999999998
9048-JVYVF,Panorama City,91402,34.223768,-118.445461,Male,No,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,191.35,1,98,3520,Price too high,63.78333333333333,4.588307539400816,0.9197308339341504,4,17.3375,3,0.613095238095238,0,208.04999999999998
8988-ECPJR,Van Nuys,91411,34.17847,-118.459472,Female,Yes,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.6,2718.3,1,66,3980,Product dissatisfaction,79.95,14.838307539400816,1.0043969849246233,2,39.8,2,1.757936507936508,0,159.2
3776-EKTKM,Burbank,91501,34.188339,-118.300942,Female,Yes,No,No,1,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.45,36.45,1,96,5303,Service dissatisfaction,36.45,-28.311692460599176,1.0,1,36.45,3,0.15674603174603174,0,109.35000000000001
1902-XBTFB,North Hollywood,91605,34.207295,-118.400022,Male,No,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,2001.5,1,99,5438,Lack of self-service on Website,90.97727272727273,24.638307539400827,1.0176428716697172,4,22.35,3,0.876984126984127,0,268.20000000000005
0643-OKLRP,Azusa,91702,34.174493,-117.87068,Female,Yes,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.35,3825.85,1,95,5915,Network reliability,81.40106382978723,15.588307539400816,1.01308106819897,2,40.175,2,1.9384920634920633,0,160.7
9381-NDKME,El Monte,91731,34.079934,-118.046695,Female,Yes,Yes,No,24,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.65,933.3,1,85,3843,Limited range of services,38.887499999999996,-24.11169246059918,0.9566420664206643,2,20.325,2,1.6190476190476188,0,81.3
2794-XIMMO,Rancho Cucamonga,91737,34.245289,-117.642503,Male,No,Yes,No,53,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,60.45,3184.25,1,98,5650,Lack of affordable download/upload speed,60.08018867924528,-4.3116924605991755,0.9938823602852817,5,12.09,2,3.4503968253968256,53,120.9
8382-SHQEH,Rancho Cucamonga,91739,34.133809,-117.523724,Female,No,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,764.95,1,85,2656,Long distance charges,95.61875,20.138307539400827,1.126251472320377,2,42.45,3,1.3968253968253967,0,254.70000000000002
2983-ZANRP,La Puente,91744,34.031441,-117.936436,Female,No,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.55,145.4,1,97,5799,Extra data charges,72.7,8.788307539400819,0.9884432358939498,2,36.775,2,1.3134920634920633,0,147.1
7845-URHJN,Hacienda Heights,91745,33.998471,-117.973758,Female,No,Yes,No,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.15,156.25,1,98,4785,Price too high,19.53125,-44.61169246059918,0.9692928039702234,1,20.15,1,1.253968253968254,0,20.15
3034-ZBEQN,La Puente,91746,34.038983,-117.991372,Female,No,Yes,No,48,No,No,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,34.7,1604.5,1,90,5995,Product dissatisfaction,33.427083333333336,-30.061692460599176,0.9633165225744476,2,17.35,0,2.952380952380952,48,0.0
8327-LZKAS,Pomona,91767,34.083086,-117.737997,Female,Yes,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.55,4533.9,1,93,4423,Service dissatisfaction,105.43953488372092,42.78830753940082,0.9803768933865266,5,21.509999999999998,2,3.3115079365079367,43,215.1
1075-BGWOH,Rosemead,91770,34.065108,-118.082791,Male,Yes,Yes,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,1587.55,1,87,3392,Lack of self-service on Website,99.221875,33.98830753940082,1.004778481012658,4,24.6875,3,1.7936507936507935,0,296.25
0302-JOIVN,San Gabriel,91775,34.114772,-118.089431,Female,No,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,842.9,1,76,2750,Network reliability,105.3625,36.38830753940083,1.041646070192783,5,20.23,2,1.8253968253968256,0,202.3
5366-IJEQJ,Alhambra,91801,34.090925,-118.128164,Male,No,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.7,1761.45,1,86,4115,Don't know,88.0725,23.938307539400824,0.9929255918827509,3,29.566666666666666,3,0.7063492063492063,0,266.1
1981-INRFU,Boulevard,91905,32.677097,-116.304991,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.75,164.5,1,98,5172,Don't know,82.25,14.988307539400822,1.031347962382445,2,39.875,3,0.3134920634920635,0,239.25
4971-PUYQO,Campo,91906,32.673483,-116.472863,Female,No,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.55,2724.6,1,89,4464,Don't know,100.91111111111111,29.78830753940082,1.0672777483988483,3,31.516666666666666,2,0.8035714285714286,0,189.1
8485-GJCDN,Chula Vista,91914,32.688506,-116.938632,Female,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.05,318.5,1,74,3368,Poor expertise of online support,63.7,4.288307539400819,0.9225199131064447,1,69.05,2,0.2123015873015873,0,138.1
1527-SXDPN,Imperial Beach,91932,32.579134,-117.119009,Male,No,Yes,No,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),96.25,4990.25,1,97,4751,Poor expertise of phone support,95.96634615384616,31.48830753940082,0.997052947052947,4,24.0625,1,4.2936507936507935,104,96.25
6029-WTIPC,Jacumba,91934,32.649787,-116.2237,Male,Yes,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,3744.05,1,87,4424,Competitor had better devices,101.19054054054054,36.338307539400816,1.0008955543080174,4,25.275,3,1.0853174603174602,0,303.29999999999995
